_step,training/global_step,reward_extra/score/mean,reward_extra/f1_segment/mean,reward_extra/f1_temporal/mean,reward_extra/format_score/mean,reward_extra/json_parse_ok/mean,reward_extra/schema_valid/mean,reward_extra/metadata_score/mean,reward_extra/metadata_coverage/mean,reward_extra/metadata_effective_weight/mean,reward_extra/metadata_mean_iou/mean,reward_extra/metadata_score_bool/mean,reward_extra/metadata_score_numeric_exact/mean,reward_extra/metadata_score_numeric_diff/mean,reward_extra/metadata_score_categorical/mean,reward_extra/metadata_score_score_dict/mean,reward_extra/metadata_score_short_exact/mean,reward_extra/metadata_score_short_edit/mean,reward_extra/num_metadata_bool_fields/mean,reward_extra/num_metadata_numeric_exact_fields/mean,reward_extra/num_metadata_numeric_diff_fields/mean,reward_extra/num_metadata_categorical_fields/mean,reward_extra/num_metadata_score_dict_fields/mean,reward_extra/num_metadata_short_exact_fields/mean,reward_extra/num_metadata_short_edit_fields/mean,reward_extra/num_pred_segments/mean,reward_extra/num_gt_segments/mean,response_length/mean
15,15,0.28493606711247577,0.2593782491465638,0.4808026670021106,0.9514751552795031,0.9930124223602484,0.9099378881987578,0.11252238313461378,0.8268787563143492,0.3307515025257396,0.25527893613662567,0.19594535827565407,0.09052353886905125,NaN,0.17731532612045775,0.04393202530972579,0.10487707705846241,0.12317231306725225,2.968944099378882,0.20496894409937888,0.0,0.09316770186335403,0.08074534161490683,13.509316770186336,6.857142857142857,8.33695652173913,7.944099378881988,627.67236328125
16,16,0.27504621910358434,0.24343501745824422,0.4547065695519981,0.9525669642857143,0.9973958333333334,0.9077380952380952,0.11442661371353824,0.8474615926401641,0.33898463705606563,0.23769276000733747,0.13746200408648243,0.10107998940927798,NaN,0.1002489549707537,0.0,0.10819373770006326,0.1125687921008084,4.214285714285714,0.125,0.0,0.08333333333333333,0.05357142857142857,18.75595238095238,9.44047619047619,9.354910714285714,9.202380952380953,689.2105712890625
17,17,0.29747272754134935,0.27211094140952347,0.46675457112141855,0.9613742236024845,0.9957298136645962,0.9270186335403726,0.1307600156758092,0.8333550679823971,0.33334202719295886,0.2773117853658025,0.19971246308725918,0.04559866627810067,NaN,0.36409432135071523,0.21895898663709937,0.1344567851717367,0.13897113933292568,4.062111801242236,0.2919254658385093,0.0,0.08695652173913043,0.12422360248447205,21.967391304347824,12.26552795031056,8.975931677018634,8.400621118012422,792.6350708007812
18,18,0.3012930440330071,0.2795253075789237,0.47557996520409584,0.9397321428571429,0.9966517857142857,0.8828125,0.128243962504613,0.843428760393046,0.3373715041572184,0.2776860259407978,0.21689226170973935,0.1038105135075701,0.05099068990212461,0.13845140998047378,0.07421680032172635,0.11921388924009421,0.15207570900855893,2.2797619047619047,0.3392857142857143,0.005952380952380952,0.03571428571428571,0.09523809523809523,13.619047619047619,6.476190476190476,8.5625,7.904761904761905,597.43603515625
19,19,0.29830984676844824,0.27442489530250314,0.48907095863828043,0.9502551020408163,0.9944727891156463,0.9060374149659864,0.13465981689413925,0.8339168484576648,0.3335667393830659,0.292981514198735,0.22211264233766587,0.16588064586498485,NaN,0.22703146316172462,0.027644230769230768,0.12291998259325947,0.14767300157786953,3.5374149659863945,0.3673469387755102,0.0,0.04081632653061224,0.10204081632653061,19.988095238095237,11.256802721088436,9.789115646258503,9.07482993197279,775.4328002929688
21,21,0.2946686454367589,0.27175404648363544,0.4531086647235098,0.9577922077922078,0.9951298701298701,0.9204545454545454,0.14023404930918512,0.8880191664111692,0.3552076665644676,0.2959290707409031,0.19711005994668498,0.07282892799518789,NaN,0.258486095855136,0.0018483922101449432,0.14323953745460727,0.15009413370060543,2.538961038961039,0.4935064935064935,0.0,0.032467532467532464,0.1038961038961039,17.396103896103895,9.279220779220779,9.113636363636363,7.694805194805195,740.0665283203125
22,22,0.3079768888979602,0.2868669566578422,0.5061909958400038,0.9525162337662337,0.9955357142857143,0.9094967532467533,0.14034836797500969,0.8423030612965677,0.3369212245186271,0.29938930214352233,0.23383973670564112,0.1495563808797029,NaN,0.09548599373572418,0.0,0.1408965513281518,0.14824423531827727,3.8051948051948052,0.22727272727272727,0.0,0.08441558441558442,0.17532467532467533,17.824675324675326,11.246753246753247,8.89853896103896,8.534902597402597,710.6436767578125
23,23,0.3052303586941401,0.28274458958510706,0.5001907807787526,0.9570578231292517,0.9974489795918368,0.9166666666666666,0.11854836084673043,0.8251490572919145,0.33005962291676577,0.28286328997076254,0.18510446959324328,0.11062100176990108,NaN,0.25649395299390115,0.033796126314808425,0.12354189090200537,0.1369373188483816,2.557823129251701,0.16326530612244897,0.0,0.027210884353741496,0.04081632653061224,11.816326530612244,5.9727891156462585,8.260204081632653,6.27891156462585,639.7933959960938
24,24,0.3165354333025905,0.2901597574814269,0.5197602444327367,0.9672619047619048,0.9981398809523809,0.9363839285714286,0.14200893249865082,0.8352442365835222,0.3340976946334089,0.29344423740356723,0.24013435198050823,0.08760720040014383,NaN,0.520577912074704,0.0,0.13697246311633374,0.1553082499417295,3.5476190476190474,0.26785714285714285,0.0,0.03571428571428571,0.10119047619047619,15.946428571428571,8.404761904761905,9.369047619047619,8.357142857142858,719.2477416992188
25,25,0.31357405815199046,0.2790486931922406,0.4979637502311891,0.9625388198757764,0.9984472049689441,0.9266304347826086,0.13852411943455228,0.832520201756592,0.33300808070263677,0.2661323798500664,0.19162733981874852,0.1374465160228405,NaN,0.3924168563961798,0.009681372549019603,0.14415945666291557,0.15960574710618194,3.8509316770186337,0.07453416149068323,0.0,0.018633540372670808,0.049689440993788817,14.782608695652174,7.540372670807454,10.474378881987578,8.857142857142858,767.4720458984375
26,26,0.29980478390920967,0.27908862570577275,0.5004386679375007,0.9629464285714285,0.9955357142857143,0.9303571428571429,0.12119761070281042,0.8171944895382396,0.3268777958152958,0.29286551025756036,0.21281192822269246,0.05245142814796195,NaN,0.24960711991864284,0.07669709662187944,0.11283758447270995,0.12707681952922384,2.942857142857143,0.29285714285714287,0.0,0.12142857142857143,0.16428571428571428,14.714285714285714,9.242857142857142,9.441071428571428,8.185714285714285,710.7750244140625
27,27,0.30655392806863596,0.287755470548576,0.5145050828035423,0.9507958074534162,0.9924301242236024,0.9091614906832298,0.12885922910117456,0.7910807722298405,0.3164323088919362,0.2924432705311488,0.22707213154432085,0.14450203640860854,NaN,0.20085807995493912,0.2621421328241168,0.13640359300996877,0.14577794572791927,3.50388198757764,0.16770186335403728,0.0,0.031055900621118012,0.08695652173913043,16.81366459627329,8.009316770186336,9.554347826086957,8.447981366459627,759.5
28,28,0.3257187525913976,0.30907980051110545,0.5428443084195806,0.9598214285714286,0.9971590909090909,0.9224837662337663,0.13238067129433906,0.8013569523309783,0.3205427809323913,0.31233802089441814,0.21045077822531505,0.10516409622264579,NaN,0.3123167066819214,0.029313131559030325,0.13245004147433448,0.16001157875206526,2.064935064935065,0.12337662337662338,0.0,0.01948051948051948,0.07142857142857142,12.584415584415584,6.461038961038961,9.097402597402597,7.62987012987013,664.4716186523438
29,29,0.3240458768471203,0.30689756296527476,0.5435759537034927,0.9615221088435374,0.9974489795918368,0.9255952380952381,0.13594326186211617,0.8268366365305141,0.33073465461220564,0.3027107513024152,0.2183814708063992,0.09888841517094059,NaN,0.13476877623696168,0.06880561616572195,0.12924110467821867,0.14836424598515738,3.2789115646258504,0.2857142857142857,0.0,0.07482993197278912,0.05442176870748299,17.231292517006803,7.979591836734694,9.823979591836734,8.979591836734693,726.5238037109375
30,30,0.29848968366792294,0.2744436609795638,0.4892916383932508,0.9644886363636364,0.9959415584415584,0.9330357142857143,0.11796038758689908,0.8122881126339624,0.32491524505358493,0.27720547725982053,0.22378458347712354,0.10018313854289032,NaN,NaN,0.01999936919286364,0.11572903623021863,0.13116196947221687,3.4025974025974026,0.38311688311688313,0.0,0.0,0.032467532467532464,14.37012987012987,8.084415584415584,10.38961038961039,7.597402597402597,815.9212646484375
31,31,0.31056105696356057,0.28115873979278266,0.4716049229229619,0.9669237012987013,0.9971590909090909,0.9366883116883117,0.15014934979429134,0.8559473445025393,0.3423789378010157,0.30646054504970444,0.20811491788170677,0.03926745259642928,NaN,0.19354616399034263,0.40228001090345833,0.15450598654652345,0.1406109133624434,2.5454545454545454,0.24675324675324675,0.0,0.12987012987012986,0.08441558441558442,15.468344155844155,7.4066558441558445,10.314935064935066,7.900974025974026,789.4480590820312
33,33,0.3329779293141658,0.3142583212822345,0.5324354786205737,0.9631211180124224,0.9976708074534162,0.9285714285714286,0.153122882275349,0.839937641723356,0.3359750566893424,0.3292460356326719,0.2555936782593761,0.10782045385221745,NaN,0.590269055577325,0.1810171511788733,0.15108974097401304,0.15128941552001504,2.2546583850931676,0.422360248447205,0.0,0.037267080745341616,0.17391304347826086,14.546583850931677,6.086956521739131,10.506211180124224,7.968944099378882,767.6257934570312
34,34,0.31108167964405403,0.2876814507293004,0.4926015128262659,0.9604037267080745,0.9957298136645962,0.9250776397515528,0.1364546710692505,0.828279570670875,0.33131182826835004,0.2986249025777863,0.23852927754100656,0.14216553945827962,NaN,0.20126740585598904,0.1481171839494553,0.12990970010302832,0.14375653179099085,3.360248447204969,0.2546583850931677,0.0,0.08695652173913043,0.024844720496894408,15.416149068322982,8.779503105590063,10.027173913043478,8.061335403726709,781.7709350585938
36,36,0.32863339631405797,0.31438930762321354,0.5659447273288977,0.9547748447204969,0.9968944099378882,0.9126552795031055,0.13728018220358418,0.8078084958519741,0.3231233983407896,0.3261481953895946,0.22621500856396676,0.07102945395502175,NaN,0.5458887578436208,0.009902447811657764,0.12831911703288604,0.15617093294937545,2.981366459627329,0.055900621118012424,0.0,0.024844720496894408,0.2670807453416149,15.049689440993788,7.60248447204969,9.993788819875776,8.080745341614907,766.54736328125
38,38,0.3156109049704548,0.2936912608682549,0.50264454830878,0.9611801242236024,0.9968944099378882,0.9254658385093167,0.13309414974754752,0.8272037141602359,0.33088148566409437,0.2980085328883222,0.2221226680303431,0.11340617948144016,0.06143366375472932,0.22842614449273743,0.14650837555474994,0.13441353457843072,0.14113695033491533,3.062111801242236,0.2236024844720497,0.012422360248447204,0.06832298136645963,0.15527950310559005,17.257763975155278,8.56832298136646,10.368012422360248,8.54503105590062,770.7274780273438
39,39,0.31682755613395724,0.28845620072259204,0.48656789127205224,0.967391304347826,0.9941770186335404,0.9406055900621118,0.13627977257962273,0.8128878185509534,0.32515512742038133,0.3074137739870185,0.21707675480888683,0.12857804714150367,NaN,0.2665694402417735,0.0,0.15114655817078929,0.15673069127204434,3.2919254658385095,0.2422360248447205,0.0,0.037267080745341616,0.11801242236024845,17.322981366459626,9.124223602484472,10.72360248447205,8.048136645962733,867.0108642578125
40,40,0.31563213722741273,0.29572176422041896,0.4949431899887586,0.9668090062111802,0.9965062111801242,0.937111801242236,0.13976233366248325,0.8747978901705609,0.3499191560682243,0.30183931995113267,0.22659574642056,0.1632599382720536,NaN,0.31973249322905767,0.21224684362934587,0.1463973162931125,0.1597762580318324,3.031055900621118,0.012422360248447204,0.0,0.11801242236024845,0.049689440993788817,18.191770186335404,8.089285714285714,10.357142857142858,8.591614906832298,793.6568603515625
44,44,0.29634213924939895,0.2826736885877114,0.47989956652525434,0.9624594155844156,0.9995941558441559,0.9253246753246753,0.11154647861291672,0.863531189987957,0.34541247599518277,0.28334994062453195,0.19468631736172004,0.0850852251676103,NaN,0.182084457575235,0.01118421052631579,0.1183288961681633,0.12458748285046048,2.448051948051948,0.2532467532467532,0.0,0.12337662337662338,0.22077922077922077,15.344155844155845,7.818181818181818,9.566558441558442,8.116883116883116,713.3619995117188
46,46,0.31204169297867296,0.28447733037286566,0.4951633070633824,0.9722437888198758,0.9972826086956522,0.9472049689440993,0.12632850788470112,0.8120501823917975,0.3248200729567189,0.270337983057959,0.22521445734104828,0.06566334472435724,NaN,0.33305710678379336,0.17635669438187207,0.1301106129457295,0.1343586001374463,2.9316770186335406,0.13043478260869565,0.0,0.055900621118012424,0.08695652173913043,16.124223602484474,8.22360248447205,9.255434782608695,7.913043478260869,726.3718872070312
47,47,0.33246165110931597,0.3216707517959511,0.5531462463724398,0.9781037414965986,0.9974489795918368,0.9587585034013606,0.13757583949528523,0.8159611174917297,0.32638444699669183,0.3270204426427626,0.24142200380231504,0.1103782675456124,NaN,0.030012625788048683,0.052133149287850816,0.13443231643980502,0.14900264121819654,2.891156462585034,0.14965986394557823,0.0,0.08843537414965986,0.09523809523809523,15.980442176870747,8.366496598639456,9.843537414965986,8.65986394557823,753.5399780273438
50,50,0.345977912208013,0.33158294937662236,0.5551152597164198,0.9742288961038961,0.9983766233766234,0.9500811688311688,0.15011170685051484,0.8371055378074094,0.33484221512296375,0.3211356121433647,0.25415083240326597,0.13068524082803049,NaN,0.5291786515154162,0.18274663284909476,0.141465956667009,0.16993982272888702,3.25974025974026,0.19480519480519481,0.0,0.025974025974025976,0.05194805194805195,13.792207792207792,7.032467532467533,10.186688311688311,8.428571428571429,725.085205078125
52,52,0.34133750782377337,0.33168422502171613,0.5534603271519101,0.9705762987012987,0.9971590909090909,0.9439935064935064,0.14241579032436588,0.8385440889642569,0.33541763558570276,0.32664753369201244,0.26307210413746585,0.07605078220517857,NaN,0.44838633044647547,0.07094333287867145,0.11989668183586054,0.15831346043798053,3.4285714285714284,0.35714285714285715,0.0,0.13636363636363635,0.24025974025974026,14.902597402597403,7.441558441558442,9.900162337662337,8.2987012987013,762.9505004882812
53,53,0.32130354082434165,0.3026121334672708,0.5161601312236799,0.9703998447204969,0.9967003105590062,0.9440993788819876,0.15052515102433262,0.85735112885734,0.342940451542936,0.32452748616871663,0.23873064478252468,0.03603575506102262,NaN,0.4007594966005585,0.22961878452158882,0.13925896006517832,0.15650777216959144,3.751552795031056,0.12422360248447205,0.0,0.06832298136645963,0.031055900621118012,20.29813664596273,10.15527950310559,11.097049689440993,9.453416149068323,865.1459350585938
54,54,0.31736296031855576,0.29995524339030083,0.5178773837390299,0.9739906832298136,0.9980590062111802,0.9499223602484472,0.14097195516189875,0.8668661350726568,0.34674645402906273,0.31138355574065146,0.2300113430549119,0.07855097237575068,NaN,0.3172687431633559,0.17782156208869304,0.1410147322029199,0.15329378960840523,3.080745341614907,0.2111801242236025,0.0,0.08695652173913043,0.2236024844720497,15.327639751552795,9.907608695652174,9.90916149068323,7.9728260869565215,774.5675659179688
58,58,0.34505086791835315,0.3273019643954188,0.5485836050268249,0.9806547619047619,0.9966517857142857,0.9646577380952381,0.16603609353890553,0.8463239538239539,0.3385295815295815,0.33447783234726125,0.26572844783864075,0.14615461433531088,NaN,0.26593892291939053,0.2483667710277639,0.17835418050049265,0.1901436824024624,4.663690476190476,0.4523809523809524,0.0,0.047619047619047616,0.05357142857142857,22.72172619047619,11.84375,12.080357142857142,9.949404761904763,952.5349731445312
60,60,0.32278181040121107,0.3031600973185601,0.4806102168704202,0.9699675324675324,0.9955357142857143,0.9443993506493507,0.14547728153428455,0.832455278383835,0.33298211135353395,0.32371022334861327,0.2066472273820432,0.02855436407456943,NaN,0.6826407815937406,0.040316920266326176,0.14174072815828337,0.1643572150306044,4.386363636363637,0.08441558441558442,0.0,0.045454545454545456,0.13636363636363635,19.97077922077922,12.224025974025974,10.838474025974026,9.21103896103896,872.5706176757812
61,61,0.3409228159299838,0.31904878537988074,0.5248823890260328,0.9727290372670807,0.9982531055900621,0.9472049689440993,0.15032244914770135,0.8321798284531203,0.33287193138124815,0.31241277874569917,0.21852440755966387,0.2757186169755724,NaN,0.38147415036641663,0.2591877505344835,0.14453175165904786,0.16571972107715577,2.2049689440993787,0.2360248447204969,0.0,0.09937888198757763,0.09316770186335403,15.01863354037267,6.583850931677019,10.658385093167702,8.111801242236025,770.7593383789062
62,62,0.34722881277985934,0.335582561370643,0.552168161722637,0.9654017857142857,0.9977678571428571,0.9330357142857143,0.15176328107091358,0.8056807445200301,0.3222722978080121,0.3417617659812574,0.26192483246996723,0.17843299606059365,NaN,0.42618174911467305,0.23626424201210308,0.14134414561026734,0.18204588186796505,2.4538690476190474,0.2261904761904762,0.0,0.047619047619047616,0.041666666666666664,16.538690476190474,9.273809523809524,8.531994047619047,7.049107142857143,712.359375
64,64,0.3168876669000762,0.2884380591143374,0.49181620088274747,0.9746347402597403,0.997564935064935,0.9517045454545454,0.14458274385059067,0.8448930398605723,0.3379572159442289,0.302838816882729,0.24580860412531258,0.10172817405785854,NaN,0.29759273640835676,0.08576402491744797,0.12868472941724513,0.1405194620392088,3.2548701298701297,0.37012987012987014,0.0,0.06493506493506493,0.07792207792207792,17.417207792207794,8.563311688311689,11.846590909090908,8.676948051948052,905.1387939453125
67,67,0.3158840395391284,0.2984949945527179,0.5176689229889787,0.9689625850340136,0.9991496598639455,0.9387755102040817,0.12813982493020046,0.8226465239220341,0.32905860956881366,0.30179489340271687,0.2421182089511979,0.10585648841923832,NaN,0.0185219419800087,0.014744955110772525,0.10762276769664403,0.1515804008165296,2.598639455782313,0.1836734693877551,0.0,0.05442176870748299,0.1292517006802721,13.768707482993197,6.965986394557823,8.970238095238095,7.639455782312925,680.9608764648438
68,68,0.35979305954768337,0.35274010737805434,0.5760400960343947,0.9704506802721088,0.997874149659864,0.9430272108843537,0.15270168853573526,0.8131622345908059,0.3252648938363224,0.35252594988154345,0.207481673237597,0.09229713075442479,NaN,0.2716817742776299,0.27524827755766956,0.1524299605349303,0.16319480853443152,1.5238095238095237,0.17006802721088435,0.0,0.047619047619047616,0.07482993197278912,9.353741496598639,4.945578231292517,8.8171768707483,6.428571428571429,618.153076171875
69,69,0.3291702683553481,0.3026083115493814,0.4922726686907313,0.9707589285714285,0.9977678571428571,0.94375,0.1506680681678542,0.8330210265924551,0.3332084106369821,0.3132087770130311,0.22478028398611669,0.20105001619937715,NaN,0.31605568714800025,0.0,0.15959145976342676,0.16801602824746129,2.842857142857143,0.12857142857142856,0.0,0.04285714285714286,0.04285714285714286,15.728571428571428,8.492857142857142,10.458928571428572,8.57857142857143,767.0169677734375
70,70,0.3376330928270459,0.3218345132353524,0.5232881403793328,0.9631696428571429,0.9970238095238095,0.9293154761904762,0.1583364721963107,0.857814454064454,0.34312578162578167,0.3479714816928781,0.25898810485661866,0.2136292470702366,NaN,0.07825054511803968,0.00111749680715198,0.15618413753252727,0.16472122077143772,3.2142857142857144,0.14285714285714285,0.0,0.06547619047619048,0.047619047619047616,19.113095238095237,10.30952380952381,11.639880952380953,8.571428571428571,956.889892578125
71,71,0.33541254901442413,0.3102994798448847,0.48930746293329486,0.9795918367346939,0.9965986394557823,0.9625850340136054,0.15198493378227146,0.8271550539407682,0.3308620215763073,0.30890050731137725,0.2617639379048072,0.13284278552257797,NaN,0.19268255057143327,0.011345108695652164,0.1512677925094123,0.16822866847283616,2.5374149659863945,0.3197278911564626,0.0,0.07482993197278912,0.061224489795918366,12.60204081632653,6.834183673469388,9.95748299319728,7.619897959183674,741.2015380859375
72,72,0.3435722502749526,0.32193794935804165,0.527816799238547,0.9670493197278912,0.9987244897959183,0.935374149659864,0.15485193144875736,0.8048185941043084,0.3219274376417233,0.3239944081159425,0.2505434783064244,0.13132164081734957,NaN,0.13346857047314287,0.044730253980633725,0.15428228558713353,0.1627589067998995,3.6530612244897958,0.12244897959183673,0.0,0.02040816326530612,0.2585034013605442,18.54421768707483,7.6938775510204085,11.563775510204081,8.82312925170068,883.0458984375
73,73,0.33783630532574954,0.32760169079556584,0.5303589978417367,0.9730017006802721,0.9982993197278912,0.9477040816326531,0.15897356805774315,0.8844920385736712,0.3537968154294685,0.3497772208139668,0.2713950519566183,0.10973205818349006,NaN,0.16199597147146874,0.06732734523542429,0.17133269326463194,0.17852723072889046,2.578231292517007,0.36054421768707484,0.0,0.11564625850340136,0.1564625850340136,17.14965986394558,8.503401360544217,10.00765306122449,8.789115646258503,782.6173706054688
74,74,0.32543628639509553,0.3063423627108513,0.49141064205625906,0.9795048701298701,0.9987824675324676,0.9602272727272727,0.14910311758410855,0.8596787524344344,0.34387150097377367,0.31703746894712703,0.20841574575490004,0.13346398018480984,NaN,0.3233599944963229,0.2347042749065226,0.13923684097583272,0.16863125589460506,2.262987012987013,0.15584415584415584,0.0,0.06493506493506493,0.09740259740259741,14.534090909090908,8.569805194805195,9.13474025974026,8.113636363636363,717.0746459960938
76,76,0.33224081501392244,0.31396328812836466,0.49588313007651624,0.9786490683229814,0.9945652173913043,0.9627329192546584,0.1484073287461745,0.8473981677397825,0.33895926709591306,0.3143327823348265,0.2516832570451896,0.15925808032939834,NaN,0.6198947912285226,0.15571006808284898,0.14622315199029232,0.1528249015773743,3.81055900621118,0.5403726708074534,0.0,0.024844720496894408,0.09937888198757763,18.206521739130434,10.141304347826088,11.168478260869565,8.854037267080745,888.9472045898438
78,78,0.33733571116392275,0.3164856950486664,0.5280093754918781,0.9761904761904762,0.9987244897959183,0.953656462585034,0.16593443771146674,0.8433588079846583,0.3373435231938633,0.33414964443255296,0.27072118515254684,0.1404758380641553,NaN,0.32247573805478946,0.19791157231127945,0.16018300509502034,0.17334752994055067,2.6122448979591835,0.21768707482993196,0.0,0.08843537414965986,0.16326530612244897,14.482993197278912,7.476190476190476,9.319727891156463,8.122448979591837,675.6564331054688
79,79,0.3247265796508817,0.300192258402479,0.5091435602686066,0.9765139751552795,0.9972826086956522,0.9557453416149069,0.14463519493253882,0.8247223790702052,0.32988895162808207,0.31856690519359765,0.21946407350626942,0.13547196949841275,NaN,0.16721017785648126,0.13668139289616002,0.14431152446395085,0.15656027578971451,2.5838509316770186,0.4161490683229814,0.0,0.055900621118012424,0.06832298136645963,11.118012422360248,7.913043478260869,8.434782608695652,7.0,641.1932983398438
81,81,0.36273655077017863,0.3561783649119249,0.5708846881015031,0.9744318181818182,0.9987824675324676,0.9500811688311688,0.16821668175207566,0.8415687487116058,0.3366274994846423,0.3609083389911779,0.25388822880478373,0.10817879366522393,NaN,0.03816690699351126,0.09697226904563691,0.1771047570509403,0.18966112320062878,3.1233766233766236,0.21428571428571427,0.0,0.012987012987012988,0.12337662337662338,13.805194805194805,7.48051948051948,8.924512987012987,7.64935064935065,652.8417358398438
