data_source,early_records,late_records,early_raw,late_raw,raw_delta,early_weighted,late_weighted,semantic_delta,missing_delta,prediction_minus_ground_truth_early,prediction_minus_ground_truth_late
finevideo_sme,952,1024,0.19279058970445412,0.2381079053330383,0.04531731562858418,0.1099090757002602,0.15560611400195498,0.06416397821564676,-0.09903492161239008,-0.46008403361344463,0.5673828125
tl_composite_movies_and_tvshows,560,424,0.4786549326864555,0.46883361043169197,-0.00982132225476351,0.18003557238920698,0.19588311958991897,,-0.1720314819598229,-6.4035714285714285,0.959905660377359
tl_composite_sports,968,1136,0.4847490975513462,0.5372408303171686,0.05249173276582242,0.12966116117696622,0.2248587953973373,0.10368244852655609,-0.1076183052473363,-0.6890495867768589,3.894366197183098
tl_gemini_sports_sme,984,1088,0.37590480941191995,0.4285564455970666,0.05265163618514668,0.06537121553755346,0.1425582733776934,0.027384122162164237,-0.04435559029615016,0.6443089430894311,1.5496323529411766
tl_soccer_h16_sme,176,192,0.502639111109264,0.47856423823117833,-0.02407487287808563,0.14871023741556666,0.14882598048667728,,0.01862373737373737,0.125,0.03125
